data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,mediamovelcaso,mediamovelobito,crescimentoobito,crescimentocasos
2020-03-30,4579.0,323,159,23,310.35714285714283,11.357142857142858,inf,3.660770643527697
2020-03-31,5717.0,1138,201,42,387.57142857142856,14.285714285714286,199.00000000000003,3.7571681922142726
2020-04-01,6834.0,1117,241,40,457.57142857142856,16.928571428571427,58.25,3.834674974462744
2020-04-02,7910.0,1076,299,58,520.6428571428571,20.928571428571427,47.833333333333336,3.8981764834976764
2020-04-03,9056.0,1146,359,60,582.2857142857143,24.857142857142858,30.63636363636364,3.956936413844196
2020-04-04,10278.0,1222,432,73,653.5714285714286,29.571428571428573,22.0,4.011908613349154
2020-04-05,11130.0,852,486,54,684.5714285714286,32.92857142857143,17.44,4.046495164334709
2020-04-06,12056.0,926,553,67,726.0714285714286,37.07142857142857,14.26470588235294,4.081203239306576
2020-04-07,13717.0,1661,667,114,822.5714285714286,44.357142857142854,12.5,4.137259138636768
2020-04-08,15927.0,2210,800,133,963.8571428571429,53.07142857142857,12.035087719298247,4.202133980060819
2020-04-09,17857.0,1930,941,141,1067.2857142857142,61.714285714285715,10.220779220779221,4.2518084986240465
2020-04-10,19638.0,1781,1056,115,1158.642857142857,68.85714285714286,9.478260869565219,4.293097255691648
2020-04-11,20727.0,1089,1124,68,1201.7142857142858,72.14285714285714,7.859649122807018,4.316536447403556
2020-04-12,22169.0,1442,1223,99,1279.5,77.64285714285714,6.99264705882353,4.345746103386169
2020-04-13,23430.0,1261,1328,105,1346.5,83.5,6.352201257861634,4.3697722885969625
2020-04-14,25262.0,1832,1532,204,1396.0714285714287,95.07142857142857,5.654999999999999,4.40246773080283
2020-04-15,28320.0,3058,1736,204,1534.7142857142858,106.78571428571429,5.308016877637131,4.452093249017731
2020-04-16,30425.0,2105,1924,188,1608.2142857142858,116.07142857142857,4.546075085324232,4.483230586902103
2020-04-17,33682.0,3257,2141,217,1759.0,127.28571428571429,4.120689655172414,4.527397871520467
2020-04-18,36599.0,2917,2347,206,1880.0714285714287,136.78571428571428,3.625603864734299,4.563469219262854
2020-04-19,38654.0,2055,2462,115,1966.0,141.14285714285714,3.286334056399132,4.587194442317501
2020-04-20,40581.0,1927,2575,113,2037.5,144.42857142857142,2.8959537572254335,4.608322744745895
2020-04-21,43079.0,2498,2741,166,2097.285714285714,148.14285714285714,2.3397745571658617,4.63426561339283
2020-04-22,45757.0,2678,2906,165,2130.714285714286,150.42857142857142,1.8344549125168235,4.660457542748348
2020-04-23,49492.0,3735,3313,407,2259.6428571428573,169.42857142857142,1.74537037037037,4.694535004253942
2020-04-24,52995.0,3503,3670,357,2382.6428571428573,186.71428571428572,1.7116182572614107,4.724234896490526
2020-04-25,58509.0,5514,4016,346,2698.714285714286,206.57142857142858,1.8633663366336637,4.767222675478806
2020-04-26,61888.0,3379,4205,189,2837.0714285714284,213.0,1.7433302667893287,4.791606448066889
2020-04-27,66501.0,4613,4543,338,3076.5,229.64285714285714,1.750213857998289,4.82282817599809
2020-04-28,71886.0,5385,5017,474,3330.285714285714,248.92857142857142,1.6183320811419983,4.856644318550217
2020-04-29,78162.0,6276,5466,449,3560.1428571428573,266.42857142857144,1.4949832775919734,4.8929956635286675
2020-04-30,85380.0,7218,5901,435,3925.3571428571427,284.07142857142856,1.4473846153846155,4.931356150467928
2020-05-01,91299.0,5919,6329,428,4115.5,299.14285714285717,1.3501683501683504,4.960466020723124
2020-05-02,96396.0,5097,6724,395,4271.214285714285,312.64285714285717,1.2856396866840734,4.98405901301103
2020-05-03,101147.0,4751,7025,301,4463.785714285715,325.92857142857144,1.3092105263157896,5.004953006209472
2020-05-04,107780.0,6633,7321,296,4799.928571428572,339.0,1.3471810089020773,5.032538179260007
2020-05-05,114715.0,6935,7921,600,5116.857142857143,370.0,1.497589199614272,5.059620209455768
2020-05-06,125218.0,10503,8535,614,5675.785714285715,402.07142857142856,1.6728395061728396,5.097666762890238
2020-05-07,135106.0,9888,9146,611,6115.285714285715,416.64285714285717,1.4591062394603713,5.130674636283541
2020-05-08,145328.0,10222,9895,749,6595.214285714285,444.64285714285717,1.3814078041315991,5.162349296844307
2020-05-09,155939.0,10611,10627,732,6959.285714285715,472.2142857142857,1.2859612724757952,5.192954744865582
2020-05-10,162699.0,6760,11123,496,7200.785714285715,494.14285714285717,1.319919517102616,5.211384883632516
2020-05-11,168331.0,5632,11519,396,7273.571428571428,498.2857142857143,1.169828926905132,5.2261641034337645
2020-05-12,177589.0,9258,12400,881,7550.214285714285,527.3571428571429,1.1185078909612627,5.249416061739593
2020-05-13,188974.0,11385,13149,749,7915.142857142857,548.7857142857143,1.0597855227882038,5.276402055849035
2020-05-14,202918.0,13944,13993,844,8395.57142857143,578.0,1.0346995222529547,5.307320573174026
2020-05-15,218223.0,15305,14817,824,9066.0,606.2857142857143,1.0267430754536773,5.3389005219016035
2020-05-16,233142.0,14919,15633,816,9767.57142857143,636.3571428571429,1.0354123829106694,5.367620517729761
2020-05-17,241080.0,7938,16118,485,9995.214285714286,649.5,0.9927679158448388,5.382161182795874
2020-05-18,254220.0,13140,16792,674,10460.0,676.5,0.995575221238938,5.405209714384633
2020-05-19,271628.0,17408,17971,1179,11208.07142857143,717.8571428571429,0.9401544401544403,5.433974535927756
2020-05-20,291579.0,19951,18859,888,11882.92857142857,737.4285714285714,0.8340735476994139,5.464756242168099
2020-05-21,310087.0,18508,20047,1188,12498.642857142857,778.6428571428571,0.8688496485513456,5.491483559379506
2020-05-22,330890.0,20803,21046,999,13254.42857142857,796.5,0.7913253012048191,5.519683642317171
2020-05-23,347398.0,16508,22013,967,13675.642857142857,813.2857142857143,0.7222810467402814,5.540827313847798
2020-05-24,363211.0,15813,22666,653,14322.285714285714,824.5,0.6685458224920496,5.560158992841778
2020-05-25,374898.0,11687,23473,807,14754.785714285714,853.8571428571429,0.7135894495412844,5.573913123560306
2020-05-26,391222.0,16324,24512,1039,15259.5,865.1428571428571,0.6405255316267099,5.5924232689426425
2020-05-27,411821.0,20599,25598,1086,15917.642857142857,889.2142857142857,0.6203306000260312,5.614708488837581
2020-05-28,438238.0,26417,26754,1156,16808.571428571428,911.5,0.5769896193771626,5.641710032911561
2020-05-29,465166.0,26928,27878,1124,17638.785714285714,932.9285714285714,0.5387606032045239,5.667607963683213
2020-05-30,498440.0,33274,28834,956,18949.85714285714,942.9285714285714,0.4817600179593669,5.697612887347364
2020-05-31,514200.0,15760,29314,480,19508.571428571428,942.5714285714286,0.4512262179698669,5.7111320723068415
2020-06-01,526447.0,12247,29937,623,19444.785714285714,938.9285714285714,0.38792102206736356,5.721354655167945
2020-06-02,555383.0,28936,31199,1262,20268.214285714286,944.8571428571429,0.3162189054726368,5.744592582077569
2020-06-03,584016.0,28633,32548,1349,20888.35714285714,977.7857142857143,0.3259395583107323,5.766424745428366
2020-06-04,614941.0,30925,34021,1473,21775.285714285714,998.1428571428571,0.28190074305109625,5.788833449753303
2020-06-05,645771.0,30830,35026,1005,22491.5,998.5714285714286,0.2536992198009147,5.810078538013497
2020-06-06,672846.0,27075,35930,904,23246.285714285714,994.0714285714286,0.22229053223256623,5.827915674917169
2020-06-07,691758.0,18912,36455,525,23467.64285714286,984.9285714285714,0.1945767997920818,5.839954190343911
2020-06-08,707412.0,15654,37134,679,23751.0,975.7857142857143,0.14279738999498076,5.849672422583031
2020-06-09,739503.0,32091,38406,1272,24877.214285714286,992.4285714285714,0.1471268163804492,5.868939940173077
2020-06-10,772416.0,32913,39680,1274,25756.785714285714,1005.8571428571429,0.13117519479476272,5.887851261274811
2020-06-11,802828.0,30412,40919,1239,26042.14285714286,1011.7857142857143,0.11002272549173267,5.904622510842648
2020-06-12,828810.0,25982,41828,909,25974.571428571428,996.4285714285714,0.06806523237118138,5.918454982409144
2020-06-13,850514.0,21704,42720,892,25148.14285714286,991.8571428571429,0.05189000833270208,5.92968146677011
2020-06-14,867624.0,17110,43332,612,25244.571428571428,1001.2857142857143,0.062291603516217105,5.9383315568546085
2020-06-15,888271.0,20647,43959,627,25844.571428571428,1001.5714285714286,0.06671738303537462,5.948545483626957
2020-06-16,923189.0,34918,45241,1282,26271.85714285714,1003.0,0.06153613547021466,5.965290621128205
2020-06-17,955377.0,32188,46510,1269,26525.785714285714,997.2857142857143,0.019943019943019943,5.980174781752318
2020-06-18,978142.0,22765,47748,1238,25942.928571428572,980.5,-0.01767568341205092,5.990401907282296
2020-06-19,1032913.0,54771,48954,1206,27653.0,994.8571428571429,-0.0037195994277538853,6.0
2020-06-20,1067579.0,34666,49976,1022,28195.214285714286,1003.2857142857143,0.009269239060142338,6.0
2020-06-21,1085038.0,17459,50617,641,28091.428571428572,1011.5714285714286,0.02705054753789249,6.0
2020-06-22,1106470.0,21432,51271,654,28504.14285714286,1009.7857142857143,0.03484371568699217,6.0
2020-06-23,1145906.0,39436,52645,1374,29028.785714285714,1017.0714285714286,0.024830862242694655,6.0
2020-06-24,1188631.0,42725,53830,1185,29729.64285714286,1010.7142857142857,0.004828859536997505,6.0
2020-06-25,1228114.0,39483,54971,1141,30377.571428571428,1003.7142857142857,-0.007977409106953855,6.0
2020-06-26,1274974.0,46860,55961,990,31868.85714285714,1009.5,0.013118279569892456,6.0
2020-06-27,1313667.0,38693,57070,1109,33082.357142857145,1025.0,0.033414950309664376,6.0
2020-06-28,1344143.0,30476,57622,552,34037.07142857143,1020.7142857142857,0.0194036239121129,6.0
2020-06-29,1368195.0,24052,58314,692,34280.28571428572,1025.357142857143,0.023748395378690678,6.0
2020-06-30,1402041.0,33846,59594,1280,34203.71428571428,1025.2142857142858,0.022147842187722613,6.0
2020-07-01,1448753.0,46712,60632,1038,35241.142857142855,1008.7142857142857,0.01145967626414544,6.0
2020-07-02,1496858.0,48105,61884,1252,37051.142857142855,1009.7142857142857,0.029795293946237294,6.0
2020-07-03,1539081.0,42223,63174,1290,36154.857142857145,1015.7142857142857,0.0209649626651349,6.0
2020-07-04,1577004.0,37923,64265,1091,36387.5,1020.6428571428571,0.0173002990175138,6.0
2020-07-05,1603055.0,26051,64867,602,37001.21428571428,1017.8571428571429,0.006213811608529917,6.0
2020-07-06,1623284.0,20229,65487,620,36915.28571428572,1015.4285714285714,0.00558817287967741,6.0
2020-07-07,1668589.0,45305,66741,1254,37334.5,1006.8571428571429,-0.010042840087084719,6.0
2020-07-08,1713160.0,44571,67964,1223,37466.357142857145,1009.5714285714286,-0.0011307420494699326,6.0
2020-07-09,1755779.0,42619,69184,1220,37690.357142857145,1015.2142857142857,0.011457443780244806,6.0
2020-07-10,1800827.0,45048,70398,1214,37560.92857142857,1031.2142857142858,0.021509941272199882,6.0
2020-07-11,1839850.0,39023,71469,1071,37584.5,1028.5,0.0034146341463414634,6.0
2020-07-12,1864681.0,24831,72100,631,37181.28571428572,1034.142857142857,0.013156053184044803,6.0
2020-07-13,1884967.0,20286,72833,733,36912.28571428572,1037.0714285714287,0.011424590734935626,6.0
2020-07-14,1926824.0,41857,74133,1300,37484.5,1038.5,0.0129589632829373,6.0
2020-07-15,1966748.0,39924,75366,1233,36999.642857142855,1052.4285714285713,0.04333663786999004,6.0
2020-07-16,2012151.0,45403,76688,1322,36806.642857142855,1057.4285714285713,0.04725523486134687,6.0
2020-07-17,2046328.0,34177,77851,1163,36231.92857142857,1048.357142857143,0.032137834036568294,6.0
2020-07-18,2074860.0,28532,78772,921,35561.142857142855,1036.2142857142858,0.01525649100706847,6.0
2020-07-19,2098389.0,23529,79488,716,35381.0,1044.357142857143,0.026035087719298244,6.0
2020-07-20,2118646.0,20257,80120,632,35383.0,1045.2142857142858,0.029333145751266228,6.0
2020-07-21,2159654.0,41008,81487,1367,35076.07142857143,1053.2857142857142,0.04611237230419968,6.0
2020-07-22,2227514.0,67860,82771,1284,36739.57142857143,1057.642857142857,0.04761567850573085,6.0
2020-07-23,2287475.0,59961,84082,1311,37978.28571428572,1064.142857142857,0.04819531414901852,6.0
2020-07-24,2343366.0,55891,85238,1156,38752.78571428572,1060.0,0.027914386645424887,6.0
2020-07-25,2394513.0,51147,86449,1211,39618.78571428572,1070.0,0.040350024307243555,6.0
2020-07-26,2419091.0,24578,87004,555,39600.71428571428,1064.5714285714287,0.0294239535847494,6.0
2020-07-27,2442375.0,23284,87618,614,39814.857142857145,1056.0714285714287,0.018320820993181348,6.0
2020-07-28,2483191.0,40816,88539,921,39740.5,1029.0,-0.0091478093403948,6.0
2020-07-29,2552265.0,69074,90134,1595,41822.642857142855,1054.857142857143,0.002307587891950714,6.0
2020-07-30,2610102.0,57837,91263,1129,42710.78571428572,1041.0714285714287,-0.01546879221831919,6.0
2020-07-31,2662485.0,52383,92475,1212,44011.21428571428,1044.5714285714287,-0.003611092185051379,6.0
2020-08-01,2707877.0,45392,93563,1088,45215.5,1056.5,0.01957675604880396,6.0
2020-08-02,2733677.0,25800,94104,541,45377.71428571428,1044.0,-0.0003419738731961189,6.0
2020-08-03,2750318.0,16641,94665,561,45119.42857142857,1038.9285714285713,-0.006013804414679305,6.0
2020-08-04,2801921.0,51603,95819,1154,45876.21428571428,1023.7142857142857,-0.02807541028075409,6.0
2020-08-05,2857597.0,55676,97240,1421,45005.92857142857,1033.5,-0.02282704126426687,6.0
2020-08-06,2912212.0,54615,98493,1253,44624.07142857143,1029.357142857143,-0.03268895153711902,6.0
2020-08-07,2962442.0,50230,99572,1079,44219.71428571428,1023.8571428571429,-0.03409703504043124,6.0
2020-08-08,3012412.0,49970,100477,905,44135.642857142855,1002.0,-0.06355140186915888,6.0
2020-08-09,3035422.0,23010,101049,572,44023.642857142855,1003.2142857142857,-0.05763553408480958,6.0
2020-08-10,3057470.0,22048,101752,703,43935.357142857145,1009.5714285714286,-0.04403111261413605,6.0
2020-08-11,3109630.0,52160,103026,1274,44745.642857142855,1034.7857142857142,0.005622657226155705,6.0
2020-08-12,3164785.0,55155,104201,1175,43751.42857142857,1004.7857142857143,-0.04746749729144094,6.0
2020-08-13,3224876.0,60091,105463,1262,43912.42857142857,1014.2857142857143,-0.025728987993138983,6.0
2020-08-14,3275520.0,50644,106523,1060,43788.21428571428,1003.4285714285714,-0.03938730853391692,6.0
2020-08-15,3317096.0,41576,107232,709,43515.642857142855,976.3571428571429,-0.07585694003109997,6.0
2020-08-16,3340197.0,23101,107852,620,43322.857142857145,982.0,-0.05938697318007663,6.0
2020-08-17,3359570.0,19373,108536,684,43518.0,990.7857142857143,-0.04633894809212774,6.0
2020-08-18,3407354.0,47784,109888,1352,43245.21428571428,1004.9285714285714,-0.018350544236673115,6.0
2020-08-19,3456652.0,49298,111100,1212,42789.642857142855,990.0,-0.0420899854862119,6.0
2020-08-20,3501975.0,45323,112304,1204,42125.92857142857,986.5,-0.041634862257997396,6.0
2020-08-21,3532330.0,30355,113358,1054,40706.28571428572,984.7142857142857,-0.0382307799637227,6.0
2020-08-22,3582362.0,50032,114250,892,40710.71428571428,983.7857142857143,-0.018177929854576513,6.0
2020-08-23,3605783.0,23421,114744,494,40740.07142857143,978.2142857142857,-0.02491990032039872,6.0
2020-08-24,3622861.0,17078,115309,565,40385.07142857143,968.3571428571429,-0.040823546059148105,6.0
2020-08-25,3669995.0,47134,116580,1271,40026.07142857143,968.1428571428571,-0.06440256781942429,6.0
2020-08-26,3717156.0,47161,117665,1085,39455.07142857143,961.7142857142857,-0.04286628278950745,6.0
2020-08-27,3761391.0,44235,118649,984,38322.5,941.8571428571429,-0.07140845070422537,6.0
2020-08-28,3804803.0,43412,119504,855,37805.92857142857,927.2142857142857,-0.0759538724373577,6.0
2020-08-29,3846153.0,41350,120462,958,37789.78571428572,945.0,-0.03211646792011123,6.0
2020-08-30,3862311.0,16158,120828,366,37293.857142857145,926.8571428571429,-0.05615362234506834,6.0
2020-08-31,3908272.0,45961,121381,553,39193.0,917.5,-0.07396726984355854,6.0
2020-09-01,3950931.0,42659,122596,1215,38826.92857142857,907.7142857142857,-0.096737507996304,6.0
2020-09-02,3997865.0,46934,123780,1184,38658.07142857143,905.7142857142857,-0.08513708513708519,6.0
2020-09-03,4041638.0,43773,124614,834,38547.357142857145,879.2857142857143,-0.10868148577221051,6.0
2020-09-04,4092832.0,51194,125521,907,40035.857142857145,868.7857142857143,-0.11772812998694318,6.0
2020-09-05,4123000.0,30168,126203,682,38617.0,853.7857142857143,-0.13214259783634646,6.0
2020-09-06,4137521.0,14521,126650,447,37981.28571428572,850.4285714285714,-0.13063161737860526,6.0
2020-09-07,4147794.0,10273,126960,310,37495.21428571428,832.2142857142857,-0.14059157630744273,6.0
2020-09-08,4162073.0,14279,127464,504,35148.42857142857,777.4285714285714,-0.19698981850376268,6.0
2020-09-09,4197889.0,35816,128539,1075,34338.07142857143,776.7142857142857,-0.1923648247177659,6.0
2020-09-10,4238446.0,40557,129522,983,34075.357142857145,776.6428571428571,-0.17541331715455794,6.0
2020-09-11,4282164.0,43718,130396,874,34097.21428571428,778.0,-0.16092750943686923,6.0
2020-09-12,4315687.0,33523,131210,814,33538.142857142855,767.7142857142857,-0.18760393046107338,6.0
2020-09-13,4330455.0,14768,131625,415,33438.857142857145,771.2142857142857,-0.16792540073982745,6.0
2020-09-14,4345610.0,15155,132006,381,31238.428571428572,758.9285714285714,-0.17282989490073958,6.0
2020-09-15,4382263.0,36653,133119,1113,30809.428571428572,751.6428571428571,-0.17193893610324204,6.0
2020-09-16,4419083.0,36820,134106,987,30087.0,737.5714285714286,-0.18564668769716086,6.0
2020-09-17,4455386.0,36303,134935,829,29553.428571428572,737.2142857142857,-0.16157595450852974,6.0
2020-09-18,4495183.0,39797,135793,858,28739.35714285714,733.7142857142857,-0.15547151196250936,6.0
2020-09-19,4528240.0,33057,136532,739,28945.714285714286,737.7857142857143,-0.1358654731029867,6.0
2020-09-20,4544629.0,16389,136895,363,29079.14285714286,731.7857142857143,-0.1395094910129346,6.0
2020-09-21,4558068.0,13439,137272,377,29305.285714285714,736.5714285714286,-0.11492575744571278,6.0
2020-09-22,4591604.0,33536,138108,836,30680.785714285714,760.2857142857143,-0.022050716648291026,6.0
2020-09-23,4624885.0,33281,138977,869,30499.714285714286,745.5714285714286,-0.04009564097848074,6.0
2020-09-24,4657702.0,32817,139808,831,29946.85714285714,734.7142857142857,-0.053986940126919916,6.0
2020-09-25,4689613.0,31911,140537,729,29103.5,724.3571428571429,-0.06894968784428934,6.0
2020-09-26,4717991.0,28378,141406,869,28736.0,728.2857142857143,-0.05135839225902481,6.0
2020-09-27,4732309.0,14318,141741,335,28703.85714285714,722.5714285714286,-0.06307307585440396,6.0
2020-09-28,4745464.0,13155,142058,317,28561.0,718.0,-0.0539294117647059,6.0
2020-09-29,4777522.0,32058,142921,863,28232.785714285714,700.1428571428571,-0.06851658272355793,6.0
2020-09-30,4810935.0,33413,143952,1031,27989.428571428572,703.2857142857143,-0.046484601975595494,6.0
2020-10-01,4847092.0,36157,144680,728,27979.0,696.0714285714286,-0.05580854568355775,6.0
2020-10-02,4880523.0,33431,145388,708,27524.285714285714,685.3571428571429,-0.06590732087227404,6.0
2020-10-03,4906833.0,26310,145987,599,27042.35714285714,675.3571428571429,-0.08461612934456386,6.0
2020-10-04,4915289.0,8456,146352,365,26475.714285714286,675.5,-0.07691556857003422,6.0
2020-10-05,4927235.0,11946,146675,323,26369.071428571428,671.6428571428571,-0.0881497284716835,6.0
2020-10-06,4969141.0,41906,147494,819,26966.928571428572,670.4285714285714,-0.11818865088312668,6.0
2020-10-07,5000694.0,31553,148228,734,26843.5,660.7857142857143,-0.11371910327648967,6.0
2020-10-08,5028444.0,27750,148957,729,26481.571428571428,653.5,-0.11053859615010689,6.0
2020-10-09,5055888.0,27444,149639,682,26162.5,650.1428571428571,-0.10245537915392967,6.0
2020-10-10,5082637.0,26749,150198,559,26046.14285714286,628.0,-0.1377010592389173,6.0
2020-10-11,5094979.0,12342,150488,290,25905.0,624.7857142857143,-0.13533017002767883,6.0
2020-10-12,5103408.0,8429,150689,201,25567.428571428572,616.5,-0.1413649025069638,6.0
2020-10-13,5113628.0,10220,150998,309,24007.571428571428,576.9285714285714,-0.17598449296062021,6.0
2020-10-14,5140863.0,27235,151747,749,23566.285714285714,556.7857142857143,-0.2083079423115986,6.0
2020-10-15,5169386.0,28523,152460,713,23021.0,555.7142857142857,-0.20164186762442282,6.0
2020-10-16,5200300.0,30914,153214,754,22841.214285714286,559.0,-0.18436685773840547,6.0
2020-10-17,5224362.0,24062,153675,461,22680.64285714286,549.1428571428571,-0.18688524590163944,6.0
2020-10-18,5235344.0,10982,153905,230,22861.071428571428,539.5,-0.20133234641006661,6.0
2020-10-19,5250727.0,15383,154176,271,23106.571428571428,535.7857142857143,-0.2022758694033818,6.0
2020-10-20,5273954.0,23227,154837,661,21772.35714285714,524.5,-0.21766460686128278,6.0
2020-10-21,5298772.0,24818,155403,566,21291.285714285714,512.5,-0.2244081720895039,6.0
2020-10-22,5323630.0,24858,155900,497,21084.714285714286,495.92857142857144,-0.24111924800524645,6.0
2020-10-23,5353656.0,30026,156471,571,21269.14285714286,488.0,-0.24939573720061523,6.0
2020-10-24,5380635.0,26979,156903,432,21285.571428571428,478.92857142857144,-0.23737488626023656,6.0
2020-10-25,5394128.0,13493,157134,231,21367.785714285714,474.7142857142857,-0.24019663884760495,6.0
2020-10-26,5409854.0,15726,157397,263,21889.0,479.14285714285717,-0.2228015293708724,6.0
2020-10-27,5439641.0,29787,157946,549,23286.64285714286,496.2857142857143,-0.1397796211464653,6.0
2020-10-28,5468270.0,28629,158456,510,23386.214285714286,479.2142857142857,-0.13932007697241827,6.0
2020-10-29,5494376.0,26106,158969,513,23213.571428571428,464.92857142857144,-0.1633676092544986,6.0
2020-10-30,5516658.0,22282,159477,508,22597.0,447.35714285714283,-0.19971888576539742,6.0
2020-10-31,5535605.0,18947,159884,407,22231.64285714286,443.5,-0.19237773152965656,6.0
2020-11-01,5545705.0,10100,160074,190,22168.64285714286,440.64285714285717,-0.1832384482986892,6.0
2020-11-02,5554206.0,8501,160253,179,21677.071428571428,434.07142857142856,-0.18984135448606862,6.0
2020-11-03,5566049.0,11843,160496,243,20863.928571428572,404.2142857142857,-0.22933405964864495,6.0
2020-11-04,5590025.0,23976,161106,610,20803.785714285714,407.35714285714283,-0.20515679442508716,6.0
2020-11-05,5612319.0,22294,161736,630,20620.64285714286,416.85714285714283,-0.15944116376206258,6.0
2020-11-06,5633747.0,21428,162038,302,20006.5,397.64285714285717,-0.18515807962529268,6.0
2020-11-07,5653561.0,19814,162269,231,19494.714285714286,383.2857142857143,-0.1997017151379568,6.0
2020-11-08,5664115.0,10554,162397,128,19284.785714285714,375.92857142857144,-0.20809509479386096,6.0
2020-11-09,5675032.0,10917,162628,231,18941.285714285714,373.64285714285717,-0.22018485390578413,6.0
2020-11-10,5700044.0,25012,162829,201,18600.214285714286,348.7857142857143,-0.2972078295912493,6.0
2020-11-11,5748375.0,48331,163373,544,20007.5,351.2142857142857,-0.26710389029661646,6.0
2020-11-12,5781582.0,33207,164281,908,20514.714285714286,379.42857142857144,-0.18389921646950375,6.0
2020-11-13,5810652.0,29070,164737,456,20999.571428571428,375.7142857142857,-0.16014689445952413,6.0
2020-11-14,5848959.0,38307,165658,921,22382.428571428572,412.42857142857144,-0.07005959091641162,6.0
2020-11-15,5863093.0,14134,165798,140,22670.571428571428,408.85714285714283,-0.07213486788782633,6.0
2020-11-16,5876464.0,13371,166014,216,23018.428571428572,411.5,-0.05199934178048376,6.0
2020-11-17,5911758.0,35294,166699,685,24693.5,443.07142857142856,0.09613005831418972,6.0
2020-11-18,5945849.0,34091,167455,756,25416.0,453.5,0.11327371558828693,6.0
2020-11-19,5981767.0,35918,168061,606,26389.14285714286,451.7857142857143,0.08379026730637427,6.0
2020-11-20,6020164.0,38397,168613,552,27601.214285714286,469.64285714285717,0.18106700197592956,6.0
2020-11-21,6052786.0,32622,168989,376,28516.071428571428,480.0,0.2523294819232203,6.0
2020-11-22,6071401.0,18615,169183,194,29091.85714285714,484.7142857142857,0.28937868136044076,6.0
2020-11-23,6087608.0,16207,169485,302,29469.714285714286,489.7857142857143,0.3108392276811316,6.0
2020-11-24,6118708.0,31100,170115,630,29904.571428571428,520.4285714285714,0.4921155027646939,6.0
2020-11-25,6166606.0,47898,170769,654,29873.64285714286,528.2857142857143,0.5041692088671955,6.0
2020-11-26,6204220.0,37614,171460,691,30188.428571428572,512.7857142857143,0.35146837349397597,6.0
2020-11-27,6238350.0,34130,171974,514,30549.85714285714,516.9285714285714,0.3758555133079848,6.0
2020-11-28,6290272.0,51922,172561,587,31522.35714285714,493.07142857142856,0.19553169379979207,6.0
2020-11-29,6314740.0,24468,172833,272,32260.5,502.5,0.22903563941299798,6.0
2020-11-30,6335878.0,21138,173120,287,32815.28571428572,507.57142857142856,0.23346641208123586,6.0
2020-12-01,6386787.0,50909,173817,697,33930.642857142855,508.42857142857144,0.1475092697082058,6.0
2020-12-02,6436650.0,49863,174515,698,35057.21428571428,504.2857142857143,0.11198613954953535,6.0
2020-12-03,6487084.0,50434,175270,755,36094.07142857143,514.9285714285714,0.13976284584980242,6.0
